;;;;hsa04917; ; ;hsa04610; ; ;hsa04145; ; ;hsa04380; ; ;hsa04666; ; ;hsa04340; ; ;hsa03050; ; ;hsa04621; ; ;hsa04152; ; ;hsa04066; ; ;hsa05100; ; ;hsa04650; ; ;hsa04662; ; ;hsa04060; ; ;hsa04120; ; ;hsa04330; ; ;hsa04151; ; ;hsa04520; ; ;hsa04660; ; ;hsa04110; ; ;hsa04068; ; ;hsa04530; ; ;hsa04210; ; ;hsa04640; ; ;hsa04140; ; ;hsa04510; ; ;hsa04150; ; ;hsa04144; ; ;hsa04014; ; ;hsa04350; ; ;hsa04062; ; ;hsa04630; ; ;hsa04620; ; ;hsa04310; ; ;hsa04010; ; ;hsa04810; ; ;hsa04612; ; ;hsa04064; ; ;hsa04722; ; 
mirnaname;type;hostgene;Link to target;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget
"hsa-mir-3190";"intra";"BBC3";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-3190/";"0";"28";"0";"0";"27";"0";"0";"23";"0";"0";"28";"0";"0";"19";"0";"0";"10";"0";"0";"9";"0";"0";"22";"0";"0";"31";"0";"0";"35";"0";"0";"18";"0";"0";"29";"0";"0";"21";"0";"0";"90";"0";"0";"37";"0";"0";"9";"0";"0";"56";"0";"0";"23";"0";"0";"29";"0";"0";"48";"0";"0";"40";"0";"0";"19";"0";"0";"33";"0";"0";"28";"0";"0";"11";"0";"0";"31";"0";"0";"27";"0";"0";"32";"0";"0";"31";"0";"0";"22";"0";"0";"23";"0";"0";"27";"0";"0";"31";"0";"0";"31";"0";"0";"59";"0";"0";"37";"0";"0";"22";"0";"0";"38";"0";"0";"37";"0"
"hsa-mir-3191";"intra";"BBC3";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-3191/";"0";"28";"0";"0";"15";"0";"0";"19";"0";"0";"20";"0";"0";"13";"0";"0";"10";"0";"0";"8";"0";"0";"16";"0";"0";"26";"0";"0";"25";"0";"0";"16";"0";"0";"21";"0";"0";"15";"0";"0";"60";"0";"0";"27";"0";"0";"9";"0";"0";"40";"0";"0";"20";"0";"0";"25";"0";"0";"40";"0";"0";"40";"0";"0";"22";"0";"0";"15";"0";"0";"22";"0";"0";"8";"0";"0";"25";"0";"0";"18";"0";"0";"26";"0";"0";"23";"0";"0";"17";"0";"0";"14";"0";"0";"22";"0";"0";"20";"0";"0";"30";"0";"0";"35";"0";"0";"25";"0";"0";"11";"0";"0";"32";"0";"0";"28";"0"
"hsa-mir-3194";"intra";"NFATC2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-3194/";"0";"29";"0";"0";"23";"0";"0";"15";"0";"1";"27";"0";"0";"17";"0";"0";"10";"0";"0";"7";"0";"0";"20";"0";"0";"26";"0";"0";"42";"0";"0";"16";"0";"0";"29";"0";"0";"18";"0";"1";"88";"0";"0";"27";"0";"0";"12";"0";"0";"45";"0";"0";"25";"0";"1";"33";"0";"0";"51";"0";"0";"35";"0";"0";"19";"0";"0";"33";"0";"0";"27";"0";"0";"8";"0";"0";"32";"0";"0";"27";"0";"0";"37";"0";"0";"31";"0";"0";"24";"0";"0";"20";"0";"0";"25";"0";"0";"31";"0";"0";"38";"0";"0";"43";"0";"0";"34";"0";"0";"14";"0";"1";"43";"0";"0";"40";"0"
"hsa-mir-3198-1";"intra";"BID";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-3198-1/";"0";"12";"0";"0";"8";"0";"0";"11";"0";"0";"14";"0";"0";"6";"0";"0";"3";"0";"0";"3";"0";"0";"7";"0";"0";"9";"0";"0";"15";"0";"0";"4";"0";"1";"8";"0";"0";"4";"0";"0";"42";"0";"0";"16";"0";"0";"4";"0";"0";"17";"0";"0";"9";"0";"0";"13";"0";"0";"16";"0";"0";"16";"0";"0";"10";"0";"1";"8";"0";"0";"11";"0";"0";"2";"0";"0";"10";"0";"0";"10";"0";"0";"14";"0";"0";"11";"0";"0";"6";"0";"0";"6";"0";"0";"10";"0";"0";"12";"0";"0";"11";"0";"0";"26";"0";"0";"9";"0";"0";"7";"0";"0";"16";"0";"0";"13";"0"
"hsa-mir-378c";"inter";"TCERG1L";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-378c/";"0";"15";"0";"0";"12";"0";"0";"11";"0";"0";"9";"0";"0";"8";"0";"0";"6";"0";"0";"7";"0";"0";"6";"0";"0";"15";"0";"0";"19";"0";"0";"7";"0";"0";"16";"0";"0";"9";"0";"0";"32";"0";"0";"17";"0";"0";"6";"0";"0";"18";"0";"0";"15";"0";"0";"13";"0";"0";"19";"0";"0";"19";"0";"0";"12";"0";"0";"11";"0";"0";"10";"0";"0";"4";"0";"0";"14";"0";"0";"10";"0";"0";"19";"0";"0";"14";"0";"0";"9";"0";"0";"14";"0";"0";"12";"0";"0";"9";"0";"0";"13";"0";"0";"20";"0";"0";"14";"0";"0";"4";"0";"0";"13";"0";"0";"18";"0"
"hsa-mir-4316";"intra";"SEPT9";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4316/";"0";"14";"0";"0";"10";"0";"0";"9";"0";"0";"15";"0";"0";"12";"0";"0";"5";"0";"0";"6";"0";"0";"8";"0";"0";"16";"0";"0";"18";"0";"1";"6";"0";"0";"12";"0";"0";"12";"0";"0";"34";"0";"0";"12";"0";"0";"4";"0";"0";"25";"0";"0";"11";"0";"0";"14";"0";"0";"17";"0";"0";"18";"0";"0";"8";"0";"0";"14";"0";"0";"11";"0";"0";"4";"0";"0";"13";"0";"0";"11";"0";"0";"22";"0";"0";"16";"0";"0";"8";"0";"0";"15";"0";"0";"15";"0";"0";"15";"0";"0";"12";"0";"0";"24";"0";"0";"24";"0";"0";"4";"0";"0";"18";"0";"0";"17";"0"
"hsa-mir-4319";"intra";"SETBP1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4319/";"0";"23";"0";"0";"18";"0";"0";"17";"0";"0";"24";"0";"0";"17";"0";"0";"9";"0";"0";"14";"0";"0";"19";"0";"0";"23";"0";"0";"33";"0";"0";"16";"0";"0";"25";"0";"0";"16";"0";"0";"61";"0";"0";"30";"0";"0";"14";"0";"0";"32";"0";"0";"25";"0";"0";"29";"0";"1";"32";"0";"0";"28";"0";"0";"18";"0";"0";"25";"0";"0";"22";"0";"0";"8";"0";"0";"25";"0";"0";"19";"0";"0";"28";"0";"0";"21";"0";"0";"20";"0";"0";"18";"0";"0";"21";"0";"0";"22";"0";"0";"23";"0";"0";"39";"0";"0";"20";"0";"0";"17";"0";"0";"30";"0";"0";"35";"0"
"hsa-mir-4321";"intra";"AMH";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4321/";"0";"2";"0";"0";"1";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"3";"0";"0";"1";"0";"0";"2";"0";"0";"1";"0";"1";"7";"0";"0";"3";"0";"0";"0";"0";"0";"4";"0";"0";"3";"0";"0";"1";"0";"0";"3";"0";"0";"2";"0";"0";"2";"0";"0";"2";"0";"0";"1";"0";"0";"1";"0";"0";"2";"0";"0";"2";"0";"0";"2";"0";"0";"1";"0";"0";"1";"0";"0";"2";"0";"0";"2";"0";"0";"2";"0";"0";"2";"0";"0";"5";"0";"0";"3";"0";"0";"1";"0";"0";"2";"0";"0";"1";"0"
"hsa-mir-4285";"intra";"SH2B2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4285/";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"4";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"4";"0";"0";"1";"0";"0";"1";"0";"0";"3";"0";"0";"1";"0";"0";"0";"0";"0";"4";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"1";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"1";"0";"0";"2";"0";"1";"0";"0"
"hsa-mir-500b";"intra";"CLCN5";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-500b/";"0";"12";"0";"0";"9";"0";"0";"6";"0";"0";"7";"0";"0";"7";"0";"0";"2";"0";"0";"2";"0";"0";"6";"0";"0";"10";"0";"0";"11";"0";"0";"6";"0";"0";"10";"0";"0";"12";"0";"0";"23";"0";"0";"9";"0";"0";"4";"0";"0";"19";"0";"0";"7";"0";"0";"10";"0";"0";"20";"0";"0";"12";"0";"0";"7";"0";"0";"9";"0";"0";"5";"0";"0";"2";"0";"0";"13";"0";"0";"6";"0";"0";"19";"0";"0";"13";"0";"0";"9";"0";"0";"9";"0";"0";"8";"0";"0";"8";"0";"0";"14";"0";"0";"20";"0";"0";"13";"0";"0";"7";"0";"0";"14";"0";"0";"13";"0"
"hsa-mir-3610";"intra";"RAD21";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-3610/";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"2";"0";"0";"0";"0";"1";"2";"0";"0";"1";"0";"0";"3";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"3";"0";"0";"2";"0";"0";"3";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0"
"hsa-mir-3611";"intra";"CUL2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-3611/";"0";"16";"0";"0";"17";"0";"0";"17";"0";"0";"13";"0";"0";"13";"0";"0";"3";"0";"0";"5";"0";"0";"9";"0";"0";"13";"0";"1";"21";"0";"0";"8";"0";"0";"14";"0";"0";"10";"0";"0";"31";"0";"1";"26";"0";"0";"5";"0";"0";"25";"0";"0";"16";"0";"0";"14";"0";"0";"24";"0";"0";"19";"0";"0";"12";"0";"0";"11";"0";"0";"12";"0";"0";"6";"0";"0";"16";"0";"0";"12";"0";"0";"21";"0";"0";"14";"0";"0";"13";"0";"0";"14";"0";"0";"9";"0";"0";"17";"0";"0";"16";"0";"0";"20";"0";"0";"19";"0";"0";"8";"0";"0";"16";"0";"0";"18";"0"
"hsa-mir-3614";"intra";"TRIM25";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-3614/";"0";"28";"0";"0";"18";"0";"0";"26";"0";"0";"31";"0";"0";"21";"0";"0";"9";"0";"0";"14";"0";"0";"20";"0";"0";"27";"0";"0";"32";"0";"0";"21";"0";"0";"26";"0";"0";"20";"0";"0";"71";"0";"0";"30";"0";"0";"11";"0";"0";"42";"0";"0";"29";"0";"0";"27";"0";"0";"43";"0";"0";"34";"0";"0";"24";"0";"0";"31";"0";"0";"29";"0";"0";"11";"0";"0";"28";"0";"0";"24";"0";"0";"34";"0";"0";"31";"0";"0";"24";"0";"0";"23";"0";"0";"22";"0";"0";"28";"0";"0";"30";"0";"0";"46";"0";"0";"28";"0";"0";"19";"0";"1";"40";"0";"0";"30";"0"
"hsa-mir-3646";"intra";"HNF4A";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-3646/";"1";"37";"0";"1";"31";"0";"1";"37";"0";"1";"34";"0";"1";"23";"0";"1";"12";"0";"1";"12";"0";"1";"22";"0";"1";"39";"0";"1";"44";"0";"1";"23";"0";"1";"31";"0";"1";"29";"0";"1";"88";"0";"1";"49";"0";"1";"14";"0";"1";"46";"0";"1";"39";"0";"1";"38";"0";"1";"63";"0";"1";"51";"0";"1";"32";"0";"1";"33";"0";"1";"37";"0";"1";"13";"0";"1";"35";"0";"1";"33";"0";"1";"58";"0";"1";"39";"0";"1";"33";"0";"1";"30";"0";"1";"25";"0";"1";"35";"0";"1";"35";"0";"1";"60";"0";"1";"39";"0";"1";"20";"0";"1";"42";"0";"1";"44";"0"
"hsa-mir-3650";"intra";"LIFR";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-3650/";"0";"13";"0";"0";"10";"0";"0";"4";"0";"0";"9";"0";"0";"7";"0";"0";"4";"0";"0";"4";"0";"0";"5";"0";"0";"15";"0";"0";"20";"0";"0";"7";"0";"0";"8";"0";"0";"10";"0";"1";"25";"0";"0";"14";"0";"0";"4";"0";"0";"22";"0";"0";"14";"0";"0";"12";"0";"0";"23";"0";"0";"18";"0";"0";"9";"0";"0";"11";"0";"0";"12";"0";"0";"3";"0";"0";"17";"0";"0";"13";"0";"0";"14";"0";"0";"11";"0";"0";"10";"0";"0";"10";"0";"0";"8";"0";"0";"8";"0";"0";"11";"0";"0";"22";"0";"0";"14";"0";"0";"3";"0";"0";"11";"0";"0";"14";"0"
"hsa-mir-3661";"intra";"PPP2CA";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-3661/";"0";"12";"0";"0";"14";"0";"0";"7";"0";"0";"10";"0";"0";"7";"0";"0";"5";"0";"0";"5";"0";"0";"4";"0";"0";"13";"0";"0";"19";"0";"0";"6";"0";"0";"12";"0";"0";"9";"0";"0";"31";"0";"0";"12";"0";"0";"6";"0";"0";"23";"0";"0";"14";"0";"0";"16";"0";"0";"18";"0";"0";"15";"0";"1";"16";"0";"0";"13";"0";"0";"15";"0";"0";"5";"0";"0";"14";"0";"0";"14";"0";"0";"21";"0";"0";"13";"0";"1";"7";"0";"0";"9";"0";"0";"8";"0";"0";"11";"0";"0";"15";"0";"0";"27";"0";"0";"15";"0";"0";"5";"0";"0";"13";"0";"0";"13";"0"
"hsa-mir-3666";"intra";"FOXP2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-3666/";"0";"21";"0";"1";"15";"0";"0";"17";"0";"0";"21";"0";"0";"12";"0";"0";"6";"0";"0";"6";"0";"0";"12";"0";"0";"17";"0";"0";"28";"0";"0";"11";"0";"0";"18";"0";"0";"13";"0";"0";"52";"0";"0";"25";"0";"0";"10";"0";"0";"32";"0";"0";"19";"0";"0";"20";"0";"0";"28";"0";"0";"35";"0";"0";"12";"0";"0";"21";"0";"0";"12";"0";"0";"9";"0";"0";"17";"0";"0";"15";"0";"0";"22";"0";"0";"17";"0";"0";"19";"0";"0";"12";"0";"0";"16";"0";"0";"18";"0";"0";"21";"0";"0";"27";"0";"0";"19";"0";"0";"12";"0";"0";"23";"0";"0";"21";"0"
"hsa-mir-3690-1";"intra";"CSF2RA";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-3690-1/";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"hsa-mir-3917";"intra";"STMN1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-3917/";"0";"1";"0";"0";"2";"0";"0";"2";"0";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"2";"0";"0";"3";"0";"0";"1";"0";"0";"1";"0";"0";"3";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"2";"0";"0";"2";"0";"0";"2";"0";"0";"5";"0";"0";"2";"0";"0";"4";"0";"0";"3";"0";"0";"3";"0";"0";"4";"0";"0";"2";"0";"0";"4";"0";"0";"1";"0";"0";"2";"0";"0";"6";"0";"0";"2";"0";"0";"4";"0";"0";"5";"0";"1";"6";"0";"0";"2";"0";"0";"1";"0";"0";"6";"0";"0";"6";"0"
"hsa-mir-676";"intra";"EDA";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-676/";"0";"19";"0";"0";"18";"0";"0";"19";"0";"0";"20";"0";"0";"16";"0";"0";"7";"0";"0";"10";"0";"0";"14";"0";"0";"22";"0";"0";"27";"0";"0";"13";"0";"0";"18";"0";"0";"13";"0";"1";"54";"0";"0";"23";"0";"0";"7";"0";"0";"33";"0";"0";"17";"0";"0";"21";"0";"0";"33";"0";"0";"32";"0";"0";"13";"0";"0";"19";"0";"0";"21";"0";"0";"8";"0";"0";"23";"0";"0";"20";"0";"0";"31";"0";"0";"20";"0";"0";"13";"0";"0";"16";"0";"0";"16";"0";"0";"21";"0";"0";"22";"0";"0";"39";"0";"0";"22";"0";"0";"10";"0";"0";"25";"0";"0";"30";"0"
"hsa-mir-378d-1";"inter";"CRMP1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-378d-1/";"0";"15";"0";"0";"12";"0";"0";"11";"0";"0";"9";"0";"0";"8";"0";"0";"6";"0";"0";"7";"0";"0";"6";"0";"0";"15";"0";"0";"19";"0";"0";"7";"0";"0";"16";"0";"0";"9";"0";"0";"32";"0";"0";"17";"0";"0";"6";"0";"0";"18";"0";"0";"15";"0";"0";"13";"0";"0";"19";"0";"0";"19";"0";"0";"12";"0";"0";"11";"0";"0";"10";"0";"0";"4";"0";"0";"14";"0";"0";"10";"0";"0";"19";"0";"0";"14";"0";"0";"9";"0";"0";"14";"0";"0";"12";"0";"0";"9";"0";"0";"13";"0";"0";"20";"0";"0";"14";"0";"0";"4";"0";"0";"13";"0";"0";"18";"0"
"hsa-mir-378e";"intra";"DOCK2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-378e/";"0";"15";"0";"0";"12";"0";"0";"11";"0";"0";"9";"0";"1";"8";"0";"0";"6";"0";"0";"7";"0";"0";"6";"0";"0";"15";"0";"0";"19";"0";"0";"7";"0";"0";"16";"0";"0";"9";"0";"0";"32";"0";"0";"17";"0";"0";"6";"0";"0";"18";"0";"0";"15";"0";"0";"13";"0";"0";"19";"0";"0";"19";"0";"0";"12";"0";"0";"11";"0";"0";"10";"0";"0";"4";"0";"0";"14";"0";"0";"10";"0";"0";"19";"0";"0";"14";"0";"0";"9";"0";"1";"14";"0";"0";"12";"0";"0";"9";"0";"0";"13";"0";"0";"20";"0";"0";"14";"0";"0";"4";"0";"0";"13";"0";"0";"18";"0"
"hsa-mir-378f";"inter";"CNR2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-378f/";"0";"15";"0";"0";"12";"0";"0";"11";"0";"0";"9";"0";"0";"8";"0";"0";"6";"0";"0";"7";"0";"0";"6";"0";"0";"15";"0";"0";"19";"0";"0";"7";"0";"0";"16";"0";"0";"9";"0";"0";"32";"0";"0";"17";"0";"0";"6";"0";"0";"18";"0";"0";"15";"0";"0";"13";"0";"0";"19";"0";"0";"19";"0";"0";"12";"0";"0";"11";"0";"0";"10";"0";"0";"4";"0";"0";"14";"0";"0";"10";"0";"0";"19";"0";"0";"14";"0";"0";"9";"0";"0";"14";"0";"0";"12";"0";"0";"9";"0";"0";"13";"0";"0";"20";"0";"0";"14";"0";"0";"4";"0";"0";"13";"0";"0";"18";"0"
"hsa-mir-378g";"inter";"SLC44A3";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-378g/";"0";"30";"0";"0";"20";"0";"0";"19";"0";"0";"24";"0";"0";"18";"0";"0";"10";"0";"0";"7";"0";"0";"15";"0";"0";"20";"0";"0";"28";"0";"0";"18";"0";"0";"27";"0";"0";"19";"0";"0";"60";"0";"0";"27";"0";"0";"8";"0";"0";"33";"0";"0";"25";"0";"0";"30";"0";"0";"33";"0";"0";"32";"0";"0";"16";"0";"0";"23";"0";"0";"24";"0";"0";"8";"0";"0";"31";"0";"0";"18";"0";"0";"31";"0";"0";"26";"0";"0";"18";"0";"0";"26";"0";"0";"23";"0";"0";"24";"0";"0";"25";"0";"0";"42";"0";"0";"27";"0";"0";"14";"0";"0";"24";"0";"0";"32";"0"
"hsa-mir-378h";"intra";"C5orf4";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-378h/";"0";"15";"0";"0";"12";"0";"0";"11";"0";"0";"9";"0";"0";"8";"0";"0";"6";"0";"0";"7";"0";"0";"6";"0";"0";"15";"0";"0";"19";"0";"0";"7";"0";"0";"16";"0";"0";"9";"0";"0";"32";"0";"0";"17";"0";"0";"6";"0";"0";"18";"0";"0";"15";"0";"0";"13";"0";"0";"19";"0";"0";"19";"0";"0";"12";"0";"0";"11";"0";"0";"10";"0";"0";"4";"0";"0";"14";"0";"0";"10";"0";"0";"19";"0";"0";"14";"0";"0";"9";"0";"0";"14";"0";"0";"12";"0";"0";"9";"0";"0";"13";"0";"0";"20";"0";"0";"14";"0";"0";"4";"0";"0";"13";"0";"0";"18";"0"
"hsa-mir-4479";"intra";"TRAF2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4479/";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"4";"0";"0";"1";"0";"0";"2";"0";"0";"3";"0";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"0";"1";"0";"1";"2";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"4";"0";"1";"1";"0";"0";"2";"0";"0";"3";"0";"1";"2";"0";"0";"0";"0"
"hsa-mir-3155b";"intra";"PFKFB3";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-3155b/";"0";"14";"0";"0";"14";"0";"0";"12";"0";"0";"12";"0";"0";"12";"0";"0";"5";"0";"0";"1";"0";"0";"6";"0";"0";"17";"0";"1";"21";"0";"0";"9";"0";"0";"20";"0";"0";"11";"0";"0";"57";"0";"0";"20";"0";"0";"4";"0";"0";"27";"0";"0";"18";"0";"0";"16";"0";"0";"24";"0";"0";"19";"0";"0";"9";"0";"0";"15";"0";"0";"11";"0";"0";"4";"0";"0";"21";"0";"0";"9";"0";"0";"19";"0";"0";"16";"0";"0";"7";"0";"0";"12";"0";"0";"13";"0";"0";"16";"0";"0";"18";"0";"0";"32";"0";"0";"21";"0";"0";"3";"0";"0";"21";"0";"0";"15";"0"
"hsa-mir-4518";"intra";"ITGAL";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4518/";"0";"17";"0";"0";"10";"0";"0";"10";"0";"0";"18";"0";"0";"13";"0";"0";"4";"0";"0";"3";"0";"0";"8";"0";"0";"15";"0";"0";"25";"0";"0";"11";"0";"1";"22";"0";"0";"5";"0";"0";"49";"0";"0";"25";"0";"0";"7";"0";"0";"26";"0";"0";"18";"0";"0";"20";"0";"0";"34";"0";"0";"22";"0";"0";"12";"0";"0";"21";"0";"0";"22";"0";"0";"7";"0";"0";"20";"0";"0";"10";"0";"0";"26";"0";"0";"21";"0";"0";"11";"0";"0";"12";"0";"0";"18";"0";"0";"16";"0";"0";"19";"0";"0";"37";"0";"0";"17";"0";"0";"10";"0";"0";"27";"0";"0";"23";"0"
"hsa-mir-378i";"inter";"TNFRSF13C";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-378i/";"0";"15";"0";"0";"12";"0";"0";"11";"0";"0";"9";"0";"0";"8";"0";"0";"6";"0";"0";"7";"0";"0";"6";"0";"0";"15";"0";"0";"19";"0";"0";"7";"0";"0";"16";"0";"0";"9";"0";"0";"32";"0";"0";"17";"0";"0";"6";"0";"0";"18";"0";"0";"15";"0";"0";"13";"0";"0";"19";"0";"0";"19";"0";"0";"12";"0";"0";"11";"0";"0";"10";"0";"0";"4";"0";"0";"14";"0";"0";"10";"0";"0";"19";"0";"0";"14";"0";"0";"9";"0";"0";"14";"0";"0";"12";"0";"0";"9";"0";"0";"13";"0";"0";"20";"0";"0";"14";"0";"0";"4";"0";"0";"13";"0";"0";"18";"0"
"hsa-mir-4632";"intra";"TNFRSF1B";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4632/";"0";"7";"0";"0";"6";"0";"0";"7";"0";"0";"6";"0";"0";"5";"0";"0";"1";"0";"0";"3";"0";"0";"5";"0";"0";"8";"0";"0";"7";"0";"0";"3";"0";"0";"7";"0";"0";"6";"0";"1";"14";"0";"0";"9";"0";"0";"4";"0";"0";"10";"0";"0";"6";"0";"0";"6";"0";"0";"18";"0";"0";"10";"0";"0";"3";"0";"0";"7";"0";"0";"7";"0";"0";"3";"0";"0";"9";"0";"0";"6";"0";"0";"7";"0";"0";"6";"0";"0";"5";"0";"0";"7";"0";"0";"6";"0";"0";"7";"0";"0";"12";"0";"0";"10";"0";"0";"7";"0";"0";"2";"0";"0";"6";"0";"0";"9";"0"
"hsa-mir-4648";"intra";"LFNG";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4648/";"0";"6";"0";"0";"5";"0";"0";"4";"0";"0";"6";"0";"0";"2";"0";"0";"3";"0";"0";"0";"0";"0";"4";"0";"0";"10";"0";"0";"11";"0";"0";"5";"0";"0";"10";"0";"0";"7";"0";"0";"25";"0";"0";"14";"0";"1";"4";"0";"0";"8";"0";"0";"8";"0";"0";"4";"0";"0";"15";"0";"0";"9";"0";"0";"7";"0";"0";"7";"0";"0";"4";"0";"0";"1";"0";"0";"6";"0";"0";"7";"0";"0";"13";"0";"0";"5";"0";"0";"1";"0";"0";"7";"0";"0";"5";"0";"0";"7";"0";"0";"11";"0";"0";"11";"0";"0";"12";"0";"0";"3";"0";"0";"14";"0";"0";"6";"0"
